track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Don't Say - P.M.FM Remix,Deep Dive Corp.,spotify:track:3nhffmptQfSGypkQze5rr,0.788,0.459,,-12.1,1,0.718,0.564,0.775,0.684,0.49,124.18,342581,4,36.29245,15,
Needy,Ariana Grande,spotify:track:1IVnvJN9oC3pDYv9qpAnj7,0.317,0.474,7,-6.314,,0.661,0.699,,0.945,0.318,76.592,174295,4,35.96986,8,1
Electric Body,A$AP Rocky Featuring ScHoolboy Q,spotify:track:6br4PcBzU6dTD5fEmks2i,0.897,0.598,2,-7.164,1,0.466,0.492,0.14,0.646,0.528,119.966,255253,4,31.11265,11,1
Metal Medan,Muntah Kawat,spotify:track:2Obcei5lCc86VNddj6sywW,0.545,0.998,1,-2.492,1,0.198,1.22E-01,0.14,0.16,0.46,1.193,245533,4,84.47461,9,
I Wanna Fly,Black Dawn,spotify:track:55cD48YQYR9qevIHsYl7nA,0.363,0.977,11,-4.431,1,0.148,0.137,0.386,0.233,0.381,96.635,336671,3,23.63698,15,
I Love Music,Ahmad Jamal Trio,spotify:track:1Afc8tvNXy22nAaH6yUak,0.264,0.34,5,-15.34,,0.275,0.971,0.885,0.889,0.276,78.756,442227,4,31.27765,19,
Bloodlust - VIP,Eptic,spotify:track:5LTZ1WbBYC6QrFCCvdmRVn,0.519,0.96,1,-3.629,1,0.237,0.323,0.615,0.142,0.985,18.514,251586,3,2.28355,12,
Everlasting God,Scandinavian Metal Praise,spotify:track:2gKMf8mbiK5hQLgvRnxkZ,0.492,0.935,9,-3.128,1,0.683,0.978,,0.124,0.429,11.15,195693,4,46.36781,11,
All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",spotify:track:6u5M4jPpYkoRV4vVHDQvkd,0.549,0.791,1,-3.535,1,0.133,0.14,,0.444,0.293,15.94,227293,4,33.6896,9,1
Nakhodka,Khotin,spotify:track:5G8flpmNEjnvZwUz3xEOf,0.715,0.919,4,-4.439,,0.447,0.716,0.949,0.849,0.4,118.16,2785,4,43.9849,11,
In My Feelings,Drake,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,0.589,6.00E-01,0.396,0.35,91.3,217925,4,39.95982,1,1
We Are Young,fun. Featuring Janelle Monae,spotify:track:7a86XRg84qjasly9f6bPSD,0.378,0.638,1,-5.576,1,0.75,0.2,7.66E-01,0.849,0.735,184.86,25627,4,5.2291,12,1
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,spotify:track:416MsJxvxSKY96DCmbJIRs,0.338,0.775,9,-18.67,,0.338,0.343,3.67E-01,0.212,0.155,1.648,21857,4,29.2199,12,1
Darte Un Beso,Prince Royce,spotify:track:6cJLfIqwhtCKRjYM3WpZ5,0.757,0.711,1,-4.643,,0.349,0.36,,0.121,0.817,139.962,26933,4,29.21536,11,1
Fuck Off Rock Star,The Profane,spotify:track:2JgEMXDrka1pUNK3J7A6EJ,0.23,0.992,2,-3.692,1,0.234,0.596,2.71E-01,0.55,0.938,16.11,18588,4,25.77344,8,
Killing Music,Benediction,spotify:track:3mjpmMuoNfhZmfVEUn8wwB,0.343,0.941,2,-6.689,1,0.9,2.97E-01,0.127,0.198,0.28,179.958,21932,4,17.67388,9,
I Fall in Love Too Easliy,Caleb Belkin,spotify:track:4BGfM7FajdyEnSuaOw67j,0.662,0.349,5,-14.22,,0.214,0.637,0.213,0.124,0.234,141.951,139691,4,53.6546,6,
Risky,DaVido,spotify:track:56HnJIjgi41kpjh6L3Y1Ca,0.714,0.72,8,-4.544,1,0.264,0.15,,0.993,0.74,126.511,27316,5,36.35149,13,
Limbo - Original Mix,Calling from afar,spotify:track:6Ciu2e5CloGdpTHI45MtPV,0.162,0.888,,-7.196,1,0.683,5.16E-01,0.91,0.181,0.753,179.52,323,4,44.4672,15,
Jack Metal - Demo,Pray TV,spotify:track:1HZ7dCfZeBq1TO6Y3xhJk,0.124,0.935,1,-7.686,1,0.72,0.12,0.123,0.776,0.41,182.364,188372,4,18.25149,11,
"Ek Toh Kum Zindagani (From ""Marjaavaan"")",Neha Kakkar,spotify:track:6oDHAjaJJjwwgoAuMIeY9K,0.668,0.965,7,-2.293,1,0.91,0.579,0.867,0.566,0.722,128.12,19346,4,31.46587,12,
Key To The Streets,YFN Lucci Featuring Migos & Trouble,spotify:track:23SryQFx36SXmuAj7tXxec,0.768,0.687,6,-5.454,,0.113,0.123,,0.113,0.294,14.64,281987,4,57.479,14,1
Groeien,DJ Paul Elstak,spotify:track:4uPDdc8NnKtr6RpdfcWFLB,0.617,0.876,7,-4.165,1,0.136,0.163,,0.87,0.226,154.931,158845,4,32.54939,1,
I'm A Mess,Bebe Rexha,spotify:track:4ZTP5KsCypmtCmQg5tH9R,0.63,0.694,11,-6.257,,0.253,0.281,,0.719,0.216,97.5,195519,4,44.56937,7,1
Tie Me Down,New Boyz Featuring Ray J,spotify:track:4faiJXyBflUVVOOE9fxbeg,0.42,0.787,8,-4.467,1,0.294,0.14,,0.198,0.38,97.967,17888,4,19.9272,1,1
Metal Machine Victims,Blastromen,spotify:track:4br1IKnEujpiQ2RE9nvzJs,0.615,0.969,1,-5.726,1,0.513,0.53,0.799,0.187,0.384,139.1,42853,4,43.75432,13,
Down On Me,Jeremih Featuring 5 Cent,spotify:track:x3TibRgnSqzkcwrqBd4iX,0.7,0.598,2,-7.783,1,0.114,0.369,,0.111,0.594,16.41,228453,4,31.7975,1,1
Primal Instinct,Angerfist,spotify:track:2155hsGXll3U7CaVtxlJC,0.463,0.987,1,-2.624,,0.295,0.286,0.71,0.26,0.729,175.59,216686,4,39.4682,12,
Happier,Marshmello & Bastille,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.452,0.191,,0.167,0.671,1.15,21429,4,29.3149,9,1
Safe And Sound,Capital Cities,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,,-4.852,1,0.316,0.176,0.374,0.14,0.766,117.956,19279,5,42.85438,11,1
Hot Mess,Cobra Starship,spotify:track:18eoNBn1L1li2TvPa2DupB,0.642,0.87,7,-4.96,1,0.11,0.25,,0.129,0.73,119.987,172293,4,61.65655,4,1
I'm Different,2 Chainz,spotify:track:6J5sxraPPZ4bCVOGAgpXj,0.936,0.72,1,-5.35,1,0.615,0.473,,0.838,0.74,97.524,274,4,97.61827,7,1
Come Get It Bae,Pharrell Williams,spotify:track:24MSdaNRlLgjp8xYeJeXwZ,0.934,0.798,,-5.665,1,0.849,0.266,4.54E-01,0.962,0.895,12.162,21933,4,21.485,9,1
You're Beautiful,The Worship Initiative,spotify:track:6PExqNUN5D4nqBTamndm6k,0.392,0.67,3,-7.79,1,0.318,0.122,,0.11,0.175,16.13,337954,4,47.6482,9,
Like A G6,Far*East Movement Featuring Cataracs & Dev,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,0.435,0.837,3,-8.126,1,0.449,0.676,,0.117,0.778,124.913,216893,4,32.5224,13,1
Price Tag,Jessie J Featuring B.o.B,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,0.638,0.831,5,-3.944,1,0.182,0.281,3.60E-01,0.277,0.685,175.38,22353,4,42.68796,1,1
Seba Metal,Joseph Tawadros,spotify:track:6ECmt1yd3xKHXqLws8RjLW,0.554,0.421,,-14.428,1,0.464,0.77,0.892,0.896,0.618,17.84,1427,3,52.44681,5,
Perfect,Ed Sheeran,spotify:track:tgVpDi6FyKpA1zVMD4v,0.599,0.448,8,-6.312,1,0.232,0.163,,0.16,0.168,95.5,2634,3,38.9154,12,1
My First Kiss,3OH!3 Featuring Ke$ha,spotify:track:17tDv8WA8IhqE8qzuQn77,0.682,0.889,,-4.166,1,0.84,0.564,,0.36,0.827,138.21,19244,4,28.3629,12,1
Set Fire To The Rain,Adele,spotify:track:3CKCZ9pfwAfoMZlMncA1Nc,0.61,0.683,2,-3.879,,0.253,0.382,1.79E-01,0.125,0.466,18.3,241693,4,21.9322,14,1
Livin' On A Prayer,Bon Jovi,spotify:track:37ZJp5Jm13JPevGcx4SkF,0.532,0.887,,-3.757,1,0.335,0.778,0.214,0.294,0.795,122.511,249293,4,45.97189,11,1
Wake Up,Travis Scott,spotify:track:2MuVazoNMv6xjKPnRFOxG,0.741,0.645,11,-5.116,,0.963,0.192,,0.163,0.488,149.7,231964,4,52.37253,11,1
Stay The Night,Zedd Featuring Hayley Williams,spotify:track:2QtJA4gbwe1AcanB2p21aP,0.596,0.738,8,-3.19,1,0.411,0.19,,0.947,0.461,127.961,217347,4,32.1735,13,1
Silent Movie,Frenchy and the Punk,spotify:track:6ptZ6fEqjRgHnJAiepesOV,0.646,0.992,11,-4.176,,0.613,0.552,2.34E-01,0.12,0.688,135.32,216667,4,28.35414,9,
Raise 'Em Up,Keith Urban Featuring Eric Church,spotify:track:3YimpODfNhxj3rN81v4WvE,0.69,0.788,4,-7.855,1,0.416,0.645,3.72E-01,0.174,0.54,18.53,184947,4,11.41883,5,1
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",spotify:track:4QNpBfCzvjKqPJcyqBy9W,0.671,0.939,8,-3.26,1,0.161,0.192,,0.298,0.529,129.23,25237,4,3.37448,15,1
Who I Am With You,Chris Young,spotify:track:4u7KjVIQPdzGCcAwg4W5Kl,0.466,0.72,,-4.38,1,0.32,0.983,1.29E-01,0.242,0.47,15.39,191573,4,32.6133,1,1
Rap Song,T-Pain Featuring Rick Ross,spotify:track:28gIO6msEpMiz8D8uk4zvr,0.419,0.669,7,-7.738,,0.29,0.117,,0.166,0.477,85.661,2378,4,57.64161,8,1
Thunder,Imagine Dragons,spotify:track:1zB4vmk8tFRmM9UULNzbLB,0.65,0.822,,-4.833,1,0.438,0.671,0.134,0.147,0.288,167.997,187147,4,47.396,1,1
Bon Appetit,Katy Perry Featuring Migos,spotify:track:4rHmKlFRiFzabiVO6e9w2e,0.799,0.794,6,-5.834,1,0.628,0.13,8.23E-01,0.221,0.524,16.31,227813,4,45.568,12,1
Dea (Ambient),The American Dollar,spotify:track:1y6pcByLoZzF6Jkim1sT2C,0.233,0.11,5,-15.423,,0.346,0.783,0.9,0.121,0.377,72.433,2496,4,37.88359,7,
Troublemaker,Olly Murs Featuring Flo Rida,spotify:track:gRczqVHrEQQDyizJUtgRc,0.761,0.856,,-3.65,,0.731,0.2,,0.149,0.967,16.9,1852,4,28.52338,7,1
Upon a Christmas Night (Single Version),Michael Learns To Rock,spotify:track:7Bc6qhRQfoSvrtTtnbl8XR,0.568,0.564,9,-1.752,1,0.275,0.394,,0.146,0.687,95.25,235,4,24.22437,11,
Ishq Ishq,Gippy Grewal,spotify:track:2dtw8wXOJWlqdF2v7mLPAD,0.646,0.446,6,-5.666,,0.325,0.593,2.32E-01,0.572,0.311,136.68,2334,4,29.3986,9,
Ritual Union,Little Dragon,spotify:track:5uTjNzGKCQ5synrf9dWmT,0.7,0.738,1,-4.398,1,0.324,0.381,0.527,0.22,0.796,144.35,21267,4,4.82345,8,
My House,Flo Rida,spotify:track:6Knv6wdAluoMUuuoYi2i1,0.688,0.72,7,-4.792,,0.499,0.215,,0.128,0.74,94.6,192191,4,4.52926,1,1
Bonfire,Craig Morgan,spotify:track:4PyKicaf5RL5tlidl6ZMO5,0.426,0.917,,-2.968,1,0.13,0.119,,0.153,0.56,175.716,17977,4,28.69814,11,1
Sun Daze,Florida Georgia Line,spotify:track:El2Zyt68nYySFDG87hZgM,0.476,0.952,4,-3.783,1,0.41,0.981,2.91E-01,0.438,0.849,17.62,18477,4,42.6715,9,1
Think Of You,Chris Young Duet With Cassadee Pope,spotify:track:6W9W8dSswA8KNegvl3W97V,0.616,0.893,11,-3.588,1,0.375,0.937,,0.111,0.567,111.959,218947,4,3.82453,11,1
Need You Now,Lady Antebellum,spotify:track:11EX5yhxr9Ihl3IN1asrfK,0.587,0.622,4,-5.535,1,0.33,0.927,0.636,0.2,0.231,17.943,277573,4,41.68766,14,1
You Know You Like It,DJ Snake & AlunaGeorge,spotify:track:57kR5SniQIbsbVoIjjOUDa,0.47,0.725,5,-5.346,,0.188,0.141,2.46E-01,0.36,0.247,196.93,247267,4,26.477,12,1
Remords posthume,Nocturnal Depression,spotify:track:64OSal26lwgiKbLIkT,0.264,0.741,4,-5.26,,0.44,0.18,0.46,0.367,0.116,129.974,561711,4,59.87316,24,
Sinus 9 Hz - L 12 Hz - R Drone,Subtracters,spotify:track:v2mApJpy4fN6dqzkBJ5t,0.213,0.15,,-22.73,1,0.454,0.777,0.938,0.111,0.541,86.774,28,5,25.11562,1,
Fast,Luke Bryan,spotify:track:2gYiCTytrSRtuaHP1Nac6u,0.548,0.91,,-2.637,,0.453,0.2,,0.1,0.557,145.953,26213,4,39.9682,8,1
Colors of Hawaiki,Ìxtahuele,spotify:track:2diwam6gjyWIsaIQ3OZ59A,0.755,0.551,7,-6.191,,0.487,0.723,0.12,0.26,0.77,135.681,18664,4,43.1471,9,
Falling,Julee Cruise,spotify:track:1qM4mBmvo58zCdurmUb,0.192,0.138,5,-17.135,1,0.315,0.892,0.553,0.114,0.757,142.187,321853,4,6.9477,17,
No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",spotify:track:4a1HkNH7LFsG5mEiLN7vl,0.73,0.681,2,-6.356,1,0.133,0.589,,0.449,0.245,124.928,38333,4,28.41573,15,1
Overthrow,Veil Of Maya,spotify:track:LwFqTV1E8iK6mGGbbtqYQ,0.373,0.992,2,-4.142,1,0.132,2.70E-01,1.13E-01,0.351,0.211,12.723,23516,3,37.55655,7,
Brown Noise Train,Track Circuit,spotify:track:gF7MgxBQJIx42PGbrWFr,0.151,0.149,1,-46.655,,0.693,0.961,0.97,0.1,0.354,135.819,21988,3,77.62361,8,
Boston,Edo. G,spotify:track:7ehmKUoFpBAbilSQNSIEWK,0.568,0.913,4,-4.719,,0.371,0.746,0.191,0.189,0.776,91.957,21533,4,31.9368,8,
Finesse,Bruno Mars & Cardi B,spotify:track:3Vo4wInECJQuz9BIBMOu8i,0.74,0.859,5,-4.877,,0.996,0.185,,0.215,0.926,15.115,217289,4,21.94518,11,1
Carolina,Parmalee,spotify:track:7JKUEuxOW5NNieEjoW59sH,0.434,0.75,1,-3.53,1,0.293,0.17,,0.16,0.488,159.824,21347,4,34.78543,1,1
Everywhere I Go,Pony Pony Run Run,spotify:track:3pdATuW4jelU6MuJ8klrl1,0.718,0.861,11,-5.466,,0.4,0.133,0.286,0.395,0.856,122.993,19949,4,45.5762,9,
Fallout 4 Main Theme,Inon Zur,spotify:track:11wKe8bZjcb3npZX6aAcXi,0.37,0.219,1,-19.93,1,0.384,0.688,0.897,0.743,0.611,127.982,18222,4,5.38113,6,
Rocketeer,Far*East Movement Featuring Ryan Tedder,spotify:track:45sDIKapDyxPl37QpEAwl,0.664,0.845,4,-6.115,,0.461,0.181,,0.267,0.357,96.5,211253,4,45.763,5,1
Sangria,Blake Shelton,spotify:track:p1HtkrNYxviDfEKwXSTp,0.646,0.724,9,-6.96,1,0.265,0.17,1.39E-01,0.153,0.54,115.984,23348,4,5.2219,14,1
Wipe Your Eyes,Maroon 5,spotify:track:1c2MXiju7DNPSfsKoVbHlg,0.68,0.99,4,-3.638,,0.349,0.516,,0.111,0.617,137.4,214853,4,46.9947,1,1
Teenage Fever,Drake,spotify:track:6n3HGiq4v35D6eFOSwqYuo,0.766,0.283,8,-1.33,,0.846,0.111,0.172,0.115,0.144,97.4,219692,4,35.5917,11,1
Who Do You Love?,YG Featuring Drake,spotify:track:1uDjaezEbalGyGnuH8zDK,0.676,0.415,9,-9.752,1,0.58,0.281,,0.915,0.146,193.26,23357,4,2.6689,11,1
Blackbox,Nana Grizol,spotify:track:56Ci6SbCTamFc8yUSCdYh,0.46,0.674,4,-13.161,1,0.445,0.72,0.429,0.128,0.699,151.134,228,4,29.6269,12,
Ethir Neechal,Anirudh Ravichander,spotify:track:1LFTKTSfPQRM3a8mOvNtnE,0.752,0.97,5,-4.167,1,0.944,0.556,1.21E-01,0.1,0.537,119.969,2772,4,41.287,11,
Wow.,Post Malone,spotify:track:7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,11,-7.359,,0.28,0.136,1.78E-01,0.13,0.388,99.96,149547,4,28.8488,5,1
Glassbeadgames - 8 Hours at Fabric Dub,Martyn,spotify:track:3OjXaHLoWhbwxyDSNWTGa,0.845,0.564,9,-11.955,,0.12,0.275,0.714,0.753,0.356,123.979,48169,4,62.9128,13,
Turbo Killer,Carpenter Brut,spotify:track:1qbHF92zH5K8C8IcE5AL,0.312,0.755,5,-1.673,,0.67,6.72E-01,0.76,0.272,0.288,147.162,28973,4,39.88439,6,
You and Me,Canton Jones,spotify:track:2FlMIDBAY7K6ttDdA7Z39,0.532,0.431,11,-8.355,,0.729,0.3,,0.8,0.525,59.935,295658,4,83.7673,1,
No Limit,Usher Featuring Young Thug,spotify:track:1CDBn2Lm7E63XKQDsdCq6O,0.717,0.523,1,-6.56,,0.611,0.799,,0.26,0.282,127.47,228613,4,31.668,11,1
Spectrum,Andrew Hill,spotify:track:bNAhPhSvYnhd3sNYWADWB,0.425,0.399,11,-12.447,,0.675,0.775,0.18,0.155,0.142,79.442,58752,3,6.6286,22,
Perdoname,Deorro,spotify:track:6O9Ae183gg3Y1cgPdbjwDz,0.855,0.856,9,-2.574,,0.15,0.926,0.271,0.959,0.516,127.989,2754,4,32.37731,1,
Servants of Metal,Stormwarrior,spotify:track:65yADEloBR2X6aLxgEHNPW,0.2,0.991,8,-3.857,1,0.175,0.347,0.241,0.19,0.898,94.447,294987,4,41.917,9,
Delicious Cabaret,This Way To The Egress,spotify:track:5HF7khoWeHdSZWovTHI43S,0.55,0.65,4,-5.362,1,0.385,0.135,3.15E-01,0.17,0.617,16.123,257453,4,31.3885,8,
Fazer,Dj Spinna,spotify:track:ZbYWQG4azDzlmozDO43Ov,0.641,0.81,1,-5.56,,0.367,0.25,0.869,0.127,0.896,89.511,125254,4,27.9237,8,
Heartbeat Song,Kelly Clarkson,spotify:track:7FC9Lng8iXU81lbigu8m8,0.49,0.798,6,-3.66,1,0.489,0.137,,0.627,0.479,149.19,198733,4,37.31831,1,1
Lovely,Billie Eilish & Khalid,spotify:track:u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-1.19,,0.333,0.934,,0.95,0.12,115.284,2186,4,2.84668,1,1
I Don't Dance,Sunrise Avenue,spotify:track:cscaieVvtrOhgLsEjIfkX,0.542,0.849,9,-5.38,,0.583,0.199,1.91E-01,0.14,0.497,145.11,24867,4,36.18947,9,
Pedal To The Metal,Ansome,spotify:track:5gqku1Pn3HcdJ5XuooRzPM,0.49,0.923,1,-5.533,1,0.627,7.83E-01,0.893,0.477,0.18,128.87,311,4,46.83311,13,
Balls to the Wall,Accept,spotify:track:26YiNwYtNmg7qTHnAW2A4r,0.544,0.739,9,-7.383,1,0.517,0.392,0.143,0.168,0.328,118.287,3426,4,37.9944,15,
Loveeeeeee Song,Rihanna Featuring Future,spotify:track:3DZQ6mzUkAdHqZWzqxBKIK,0.71,0.598,5,-7.598,,0.319,0.58,,0.971,0.51,119.981,25632,4,42.73284,11,1
Forget You,Glee Cast Featuring Gwyneth Paltrow,spotify:track:somoYLqkFWE6dquoCOsh,0.674,0.736,2,-5.446,1,0.385,0.74,1.89E-01,0.15,0.85,127.427,22136,4,24.628,11,1
I Don´t Like Metal,J.B.O.,spotify:track:6WrWzqvOGHGSmfJYk4QxV,0.738,0.855,7,-6.588,1,0.416,0.345,0.189,0.982,0.457,15.982,311333,4,62.5387,9,
Punch Lines & Good Times,Tipling Rock,spotify:track:5bKUu7QIlyMXax9Jh1fjks,0.547,0.898,2,-5.45,1,0.44,0.186,4.40E-01,0.28,0.613,144.956,17546,4,48.66739,7,
Somethin' 'Bout A Truck,Kip Moore,spotify:track:6Ymvlzom4TQeoKqAWsZRD8,0.557,0.812,11,-5.434,1,0.338,0.662,,0.618,0.788,175.953,213827,4,26.5155,9,1
It Girl,Jason Derulo,spotify:track:4fINc8dnfcz7AdhFYVA4i7,0.668,0.718,1,-4.736,,0.65,0.165,,0.14,0.345,91.993,1922,4,22.5767,8,1
Caution (feat. Khadafi Dub),Liquid Stranger,spotify:track:74JgSWlcZPk4Yeq9lXK7BU,0.754,0.822,7,-3.782,1,0.479,0.119,,0.399,0.382,122.584,256195,4,33.83187,11,
Horrible Infanticide,Living Death,spotify:track:klGC9nwpxCY8tqcxeFfd,0.385,0.873,11,-12.39,1,0.514,0.999,0.874,0.324,0.212,97.346,223133,4,18.92731,15,
Rather Be,Clean Bandit Featuring Jess Glynne,spotify:track:3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.377,0.162,2.30E-01,0.193,0.549,12.97,227833,4,45.5448,11,1
Easy Ridin,ohbliv,spotify:track:2wHb9VKBNPbuoO879hDTZM,0.666,0.721,8,-12.68,,0.876,0.924,,0.195,0.775,163.292,74958,4,44.26844,4,
Culture,Migos Featuring DJ Khaled,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,0.927,0.665,11,-5.313,1,0.244,0.61,,0.123,0.175,127.76,34315,4,47.37726,18,1
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,spotify:track:7CZyCXKG6d5ALeq41sLzbw,0.499,0.8,1,-2.665,,0.52,0.96,,0.147,0.272,139.919,229573,4,41.67311,11,1
Plain Jane,A$AP Ferg Featuring Nicki Minaj,spotify:track:4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,11,-5.482,1,0.275,0.651,,0.87,0.52,17.142,1736,4,22.95963,6,1
Untitled Original 11383 - Take 1,John Coltrane,spotify:track:7aGpjo6SB59tpTiMlD1uvL,0.429,0.368,8,-14.71,1,0.44,0.76,1.96E-01,0.294,0.596,111.348,341213,4,53.833,14,
Vivir Mi Vida,Marc Anthony,spotify:track:3QHMxEOAGD51PDlbFPHLyJ,0.655,0.877,,-3.23,,0.344,0.344,,0.349,0.893,15.17,252347,4,39.981,1,1
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",spotify:track:4bTZeO72FwMa6wKOiqoynL,0.725,0.79,,-2.331,1,0.197,0.711,1.14E-01,0.62,0.763,175.988,287773,4,26.2143,14,1
Merry Metal Xmas,Doro,spotify:track:3oQVHS7EC6AzfqSmlRUwse,0.516,0.778,5,-4.212,,0.39,0.158,,0.825,0.566,9.32,185153,4,48.7964,7,
Hey Hey - Mousse T.'s House Masters Re-Rub,Dennis Ferrer,spotify:track:amENIBedIfsebJmIjGUJU,0.898,0.61,1,-6.944,1,0.564,0.659,0.228,0.53,0.428,125.998,441992,4,133.37117,12,
Teenage Lust,The Jesus and Mary Chain,spotify:track:3GCabIAUjsWzEkuwKOIwa8,0.258,0.829,8,-4.713,1,0.46,0.25,0.491,0.864,0.397,175.878,186932,4,22.54127,11,
That Funk,Android Apartment,spotify:track:69UtJpH4LexukQst7DMWou,0.696,0.92,11,-9.844,1,0.877,0.177,0.524,0.129,0.742,119.997,18273,4,49.55989,6,
Open Hand,Project 86,spotify:track:2jQqDRvI4ghtx1avlKESG,0.446,0.894,,-3.743,1,0.659,3.68E-01,0.265,0.36,0.612,91.967,1594,4,31.52279,7,
There's Nothing Holdin' Me Back,Shawn Mendes,spotify:track:3H2k1zO6ULPqtvOeGB3lf,0.859,0.773,11,-5.8,,0.551,0.258,,0.775,0.968,121.979,229,4,21.5419,1,1
But Mostly Metal,Toehider,spotify:track:3zeSMQQJAYfdfpS418naw,0.342,0.993,2,-2.897,1,0.331,0.199,,0.14,0.941,198.574,248,4,38.9769,13,
Rock And Roll Again,Blackberry Smoke,spotify:track:4eHRMYU8llQIi7Cd2iOgo,0.73,0.89,4,-3.625,1,0.328,0.25,7.91E-01,0.196,0.779,113.953,16896,4,33.61759,8,
Live It Up,Jennifer Lopez Featuring Pitbull,spotify:track:2FHdoPa5aWaAmjuf362KJ,0.692,0.729,6,-5.129,1,0.17,0.132,,0.329,0.648,127.997,243787,4,33.197,11,1
Underneath The Tree,Kelly Clarkson,spotify:track:3YZE5qDV7u1ZD1gZc47ZeR,0.59,0.812,8,-5.438,1,0.537,0.13,1.99E-01,0.214,0.689,159.876,22964,4,32.1414,9,1
Wavin' Flag,K'Naan,spotify:track:2WDuAXXKumemrvsmrVBvH,0.584,0.768,,-4.185,1,0.58,0.329,,0.587,0.729,152.5,212867,4,21.28678,11,1
Beautiful,Christina Aguilera & Beverly McClellan,spotify:track:3TCauNPqFiniaYHBvEVoHG,0.457,0.573,5,-3.866,,0.275,0.578,3.50E-01,0.114,0.992,76.193,23856,4,29.82293,11,1
Loser,Glee Cast,spotify:track:3iAvTn62s7rvE6hm6fFodt,0.71,0.864,3,-4.351,1,0.631,0.331,,0.421,0.811,16.34,199,4,27.9457,9,1
Leather Teeth,Carpenter Brut,spotify:track:YP8sOKF4ctjO7qEVX1Dr,0.317,0.933,7,-3.552,,0.869,3.28E-01,0.936,0.547,0.196,194.15,232947,4,8.5449,9,
Are You With Me Now?,Cate le Bon,spotify:track:5eZ7sbO4bOyouCopISJ4Mb,0.68,0.636,,-7.712,1,0.258,0.317,0.195,0.127,0.78,141.628,26573,4,73.31293,9,
"Cello Suite No. 5 in C Minor, BWV 111: II. Allemande",Johann Sebastian Bach,spotify:track:5AofrkPmQp6Yls8PPOrRm,0.256,0.157,,-28.66,,0.68,0.917,0.929,0.124,0.32,66.55,28948,4,19.78272,13,
"One Device, One Method, One Thing",Tall Black Guy,spotify:track:7d28dOmUG88bOA2y4KFuao,0.633,0.554,7,-9.958,,0.231,0.33,0.192,0.11,0.685,92.644,285,4,66.1137,9,
Mind Reader,Dustin Lynch,spotify:track:2MNapHbu7QASoukvVVIxyr,0.394,0.8,4,-4.17,,0.413,0.266,,0.184,0.525,162.53,185413,4,67.79955,6,1
BedRock,Young Money Featuring Lloyd,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,0.733,0.664,8,-6.163,1,0.295,0.12,,0.191,0.557,148.5,288133,4,24.59674,16,1
Sopot,Hatti Vatti,spotify:track:3czlIo68n1fkiRKYbepy4H,0.67,0.162,7,-24.517,1,0.739,0.98,0.94,0.189,0.585,114.22,1168,4,65.29698,4,
Muleskinner Blues,Bill Monroe,spotify:track:4RoLnFBUUhPCyVXKfZCc5d,0.589,0.358,2,-13.53,1,0.555,0.875,0.421,0.356,0.627,13.487,14724,4,39.68359,8,
Beware of the Groove (feat. Mario Sweet),Tall Black Guy,spotify:track:6amIGkf3LlDddZDcV7TWXP,0.769,0.522,6,-8.351,,0.533,0.742,0.294,0.315,0.432,97.867,25813,4,34.9434,1,
Que Me Lleve El Diablo (En Vivo),Los Huracanes del Norte,spotify:track:62S39cue5uXSj56T3X4eGd,0.35,0.652,1,-7.93,1,0.35,0.211,,0.57,0.681,155.475,211493,3,32.7895,11,
Ayla - DJ Taucher Radio Edit,Ayla,spotify:track:4acv9cybr3QdBcQ5WpyiI1,0.79,0.861,9,-9.945,,0.442,0.116,0.766,0.17,0.684,144.36,238467,4,27.8437,12,
Old Beats,Gold Lounge,spotify:track:4E5gaMQLVk495Kd14zdlxD,0.596,0.43,4,-16.276,,0.325,0.214,0.84,0.133,0.659,18.12,22222,4,45.4194,11,
Janxta Funk!,Pimps of Joytime,spotify:track:3s5Ja1eydXvkzJpKAyMup,0.771,0.87,7,-6.258,1,0.58,0.17,0.135,0.568,0.77,98.3,25696,4,37.48935,1,
